id,label,model list,text
2015269,Airbag,"['LEXUS SC 430 2002', 'LEXUS SC 430 2003', 'LEXUS SC 430 2004', 'LEXUS SC 430 2005', 'LEXUS SC 430 2006', 'LEXUS SC 430 2007', 'TOYOTA COROLLA 2003', 'TOYOTA COROLLA 2004', 'TOYOTA COROLLA 2005', 'TOYOTA COROLLA 2006', 'TOYOTA COROLLA 2007', 'TOYOTA MATRIX 2003', 'TOYOTA MATRIX 2004', 'TOYOTA MATRIX 2005', 'TOYOTA MATRIX 2006', 'TOYOTA MATRIX 2007', 'TOYOTA SEQUOIA 2002', 'TOYOTA SEQUOIA 2003', 'TOYOTA SEQUOIA 2004', 'TOYOTA SEQUOIA 2005', 'TOYOTA SEQUOIA 2006', 'TOYOTA SEQUOIA 2007', 'TOYOTA TUNDRA 2003', 'TOYOTA TUNDRA 2004', 'TOYOTA TUNDRA 2005', 'TOYOTA TUNDRA 2006']","on certain vehicles, the passenger (frontal) airbag inflator could produce excessive internal pressure during airbag deployment. increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. this could also damage the airbag module, which could prevent proper deployment. failure of the passenger airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant.  note: this recall is superseded by recall 2016103. please see recall 2016103 for more information.      "
2015312,Powertrain,"['TOYOTA PRIUS V 2012', 'TOYOTA PRIUS V 2013', 'TOYOTA PRIUS V 2014']","on certain vehicles, the intelligent power module (ipm), which is part of the hybrid system inverter assembly, could become damaged under certain driving conditions. this could cause various warning lights to illuminate in the instrument panel of the vehicle and cause a reduction or loss of motive power, increasing the risk of a crash causing injury and/or property damage. correction: dealers will update motor/generator and hybrid control ecu software and affect repairs as necessary."
2015409,Structure,"['TOYOTA RAV4 2009', 'TOYOTA RAV4 2010', 'TOYOTA RAV4 2011', 'TOYOTA RAV4 2012']","on certain vehicles equipped with a water channel located underneath the cowl louver at the base of the windshield and above the windshield wiper link assembly, due to stresses applied to the water channel during the manufacturing process, a section of the channel in some vehicles may become deformed and prevent water from draining properly.  if water were to collect in the channel, it may drip onto the joint that connects the windshield wiper link and wiper motor.  over time, water dripping on this joint could result in corrosion and/or wear to the joint, which could result in the separation of the wiper link from the wiper motor crank arm.  if separation were to occur, the windshield wipers could become inoperative, which could limit the driver’s visibility under certain operating conditions which may increase the risk of a crash causing injury and/or damage to property. correction: dealers will replace the water channel, the wiper link and wiper motor crank arm with ones of an improved design."
2015454,Label,"['TOYOTA TUNDRA 2014', 'TOYOTA TUNDRA 2015']","certain vehicles fail to comply with the requirements of canada motor vehicle safety standard 110 - tire selection and rims. certain compliance labels were misprinted and omitted the french translation of the word ‘rims’ (jantes). as such, these labels do not meet the requirements of cmvss 110, specifically tsd 110 s4.3.3. the numerical designation of the rim size is correctly printed and it is only the french translation of the word ""rims"" that has been omitted.  correction: a production change has been undertaken to remedy this technical non-compliance condition. no corrective recall action is required as the technical non-compliance conditions are deemed to be non-safety related."
2015493,Electrical,"['SCION XB 2010', 'SCION XB 2011', 'SCION XD 2010', 'SCION XD 2011', 'TOYOTA CAMRY 2007', 'TOYOTA CAMRY 2009', 'TOYOTA CAMRY HV 2007', 'TOYOTA CAMRY HV 2009', 'TOYOTA COROLLA 2009', 'TOYOTA COROLLA 2010', 'TOYOTA HIGHLANDER 2008', 'TOYOTA HIGHLANDER 2009', 'TOYOTA HIGHLANDER 2010', 'TOYOTA HIGHLANDER 2011', 'TOYOTA HIGHLANDER HV 2008', 'TOYOTA HIGHLANDER HV 2009', 'TOYOTA HIGHLANDER HV 2010', 'TOYOTA MATRIX 2009', 'TOYOTA MATRIX 2010', 'TOYOTA RAV4 2006', 'TOYOTA RAV4 2007', 'TOYOTA RAV4 2009', 'TOYOTA RAV4 2010', 'TOYOTA SEQUOIA 2009', 'TOYOTA SEQUOIA 2010', 'TOYOTA SEQUOIA 2011', 'TOYOTA TUNDRA 2009', 'TOYOTA TUNDRA 2010', 'TOYOTA TUNDRA 2011', 'TOYOTA YARIS 2006', 'TOYOTA YARIS 2007', 'TOYOTA YARIS 2009', 'TOYOTA YARIS 2010']","on certain vehicles, inconsistent application of grease during the manufacturing process could cause the driver's side power window master switch to stick or become inoperative due to electrical contact point wear. this could cause debris to accumulate between the contact points, potentially resulting in an electrical short circuit.  if a short circuit occurs, the switch assembly may overheat, produce smoke, melt and/or potentially lead to a fire causing injury and/or property damage. correction:  dealers will inspect the driver's power window master switch and apply a specialized grease that inhibits heat build-up, or replace the power window master switch circuit board, as necessary.  note: this is an expansion of recall 2012-338."
2015300,Electrical,"['HONDA CB300FA 2015', 'HONDA CB500FA 2015', 'HONDA CB500XA 2015', 'HONDA CBR1000RR SP 2014', 'HONDA CBR1000RR SP 2015', 'HONDA CBR125R 2014', 'HONDA CBR125RT 2014', 'HONDA CBR300R 2015', 'HONDA CBR300RA 2015', 'HONDA CBR500R 2015', 'HONDA CBR500RA 2015', 'HONDA CBR600RA 2014', 'HONDA CBR600RA 2015', 'HONDA CBR600RR 2014', 'HONDA CBR600RR 2015', 'HONDA CBR650FA 2014', 'HONDA CBR650FA 2015', 'HONDA CRF250L 2014', 'HONDA CRF250L 2015', 'HONDA CTX700A 2014', 'HONDA CTX700A 2015', 'HONDA CTX700NA 2014', 'HONDA NC750JD 2015', 'HONDA NC750JD 2016', 'HONDA NC750SA 2014', 'HONDA NC750XA 2014', 'HONDA NC750XA 2015', 'HONDA NSS300A 2015', 'HONDA ST1300A 2014', 'HONDA VT1300CRA 2014', 'HONDA VT1300CRA 2015', 'HONDA VT1300CXA 2014', 'HONDA VT1300CXA 2015', 'HONDA VT750C 2014', 'HONDA VT750C 2015', 'HONDA VT750C2B 2014', 'HONDA VT750C2B 2015', 'HONDA VT750CA 2014', 'HONDA VT750CA 2015']","on certain motorcycles, the starter relay switch may have had sealant incorrectly applied during assembly.  this could result in increased resistance across the main fuse, potentially interrupting battery voltage to the electrical system.  an interruption of battery voltage to the electrical system could cause the engine to either not start or stall while driving.  increased resistance at the main fuse could also cause a fire, potentially resulting in injury and/or property damage.  correction: dealers will inspect the starter relay switch, and replace if necessary."
2015338,Fuel Supply,"['HONDA CB500FA 2013', 'HONDA CB500FA 2014', 'HONDA CB500FA 2015', 'HONDA CBR500R 2013', 'HONDA CBR500R 2014', 'HONDA CBR500R 2015', 'HONDA CBR500RA 2013', 'HONDA CBR500RA 2014', 'HONDA CBR500RA 2015']","on certain motorcycles, the fuel level sensor float arm holder could deform and allow the arm to separate from the fuel level sensor body. if the float arm separates from the sensor body, the fuel meter would provide inaccurate information.  in some cases the separated metal float arm could contact both the positive and negative terminals at the base of the fuel pump, causing a short that results in a blown (fuel injection, ignition or main) fuse.  either symptom could result in an engine stall, which could increase the risk of a crash causing injury and/or damage to property. correction: dealers will replace the fuel level sensor assembly."
2015389,Electrical,['HONDA FIT 2015'],"on certain vehicles, the plug top ignition coil (ptc) may not provide sufficient protection against electrical noise and wires inside the coil could be damaged as a result. if this occurs, the coil could overheat and melt, potentially causing the check engine light to illuminate, and/or the engine or fuel injection system to malfunction. this could result in an engine stall resulting in loss of motive power which, in conjunction with traffic and road conditions, and the driver's reactions, could increase the risk of a crash causing injury and/or property damage.  correction: dealers will replace the plug top ignition coil (ptc) with a new ptc of a different design."
2015401,Powertrain,"['HONDA CIVIC 2014', 'HONDA FIT 2015']","on certain vehicles equipped with a cvt transmission, the drive pulley shaft could be subjected to high stress during certain operation modes. during the manufacturing of the drive pulley shaft, some parts may have been produced at the lower end of the hardness specification. if shafts with lower hardness are repeatedly subjected to the specific high pressure modes, it could result in the shaft breaking during operation. if the drive pulley shaft were to break, it could result in a loss of propulsion or the front wheels locking up while driving, which would increase the risk of a crash causing property damage and/or personal injury.  correction: dealers will install a cvt software update that contains a stress reduction program."
2014124,Airbag,"['TOYOTA COROLLA 2009', 'TOYOTA COROLLA 2010', 'TOYOTA HIGHLANDER 2008', 'TOYOTA HIGHLANDER 2009', 'TOYOTA HIGHLANDER 2010', 'TOYOTA MATRIX 2009', 'TOYOTA MATRIX 2010', 'TOYOTA RAV4 2006', 'TOYOTA RAV4 2007', 'TOYOTA RAV4 2008', 'TOYOTA TACOMA 2009', 'TOYOTA TACOMA 2010', 'TOYOTA TACOMA 2011', 'TOYOTA YARIS 2006', 'TOYOTA YARIS 2007', 'TOYOTA YARIS 2008', 'TOYOTA YARIS 2009', 'TOYOTA YARIS 2010']","on certain vehicles, electrical circuitry in the steering wheel assembly may become damaged.  as a result, the driver's airbag may not function as intended, causing the instrument panel airbag warning lamp to illuminate.  failure of the driver's airbag to deploy during a crash (where deployment is warranted) could increase the risk of injury to the seat occupant.  correction: dealers will replace the spiral cable assembly."
2014187,Seats And Restraints,"['TOYOTA HIGHLANDER 2014', 'TOYOTA HIGHLANDER HV 2014']","certain vehicles may not comply with the requirements of canada motor vehicle safety standard (cmvss) 208 - occupant protection. a defect in the programming of the occupant classification system could limit the seat belt loading to the front passenger seat occupant in a crash, which could result in non-compliance to the standard and increase the risk of injury. correction: dealers will reprogram the occupant classification module."
2014188,Structure,"['TOYOTA SIENNA 2004', 'TOYOTA SIENNA 2005', 'TOYOTA SIENNA 2006', 'TOYOTA SIENNA 2007', 'TOYOTA SIENNA 2008', 'TOYOTA SIENNA 2009', 'TOYOTA SIENNA 2010', 'TOYOTA SIENNA 2011']","on certain vehicles operated where road salts are frequently used, corrosion of the spare tire carrier assembly cable may cause the separation of the spare tire stowed under the vehicle.  the spare tire falling on the road surface creates a safety hazard that may result in a crash causing injury and/or property damage. correction: as an interim measure, dealers will remove the spare tire and store it in the cargo area of the vehicle. dealers will replace the spare tire carrier assembly when parts become available. note: this recall supersedes recall 2010-123. vehicles that were inspected and/or repaired under the previous recall may still be at risk of spare tire separation and will require re-inspection and/or repair."
2014224,Airbag,"['LEXUS SC 430 2002', 'LEXUS SC 430 2003', 'TOYOTA COROLLA 2003', 'TOYOTA COROLLA 2004', 'TOYOTA MATRIX 2003', 'TOYOTA MATRIX 2004', 'TOYOTA SEQUOIA 2002', 'TOYOTA SEQUOIA 2003', 'TOYOTA TUNDRA 2003', 'TOYOTA TUNDRA 2004']","on certain vehicles, the passenger (frontal) airbag inflator could produce excessive internal pressure during airbag deployment. increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. this could also damage the airbag module, which could prevent proper deployment. failure of the passenger airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. note: this recall is superseded by recall 2016103. please see recall 2016103 for more information.      "
2014395,Airbag,['TOYOTA TUNDRA 2014'],"on certain vehicles, the b-pillar upper trim may have been installed improperly and could interfere with the side curtain airbag in the event of a deployment.  failure of the side curtain airbag to deploy to its intended shape during a crash (where deployment is warranted) could increase the risk of injury to the vehicle occupants.  correction:  dealers will inspect the installation condition and will replace the trim if it is found not to be correctly installed."
